,TAMSIOS RUGINĖS DUONOS          ,DARK RYE BREAD,kg,"Price, DKK",EAN code
Pieno žvaigždės,PASAKA glaistytas varškės sūrelis paukščių pieno skonio,,40g,6.00,4770265048579
Pieno žvaigždės,PASAKA glaistytas varškės sūrelis su sutirštintu pienu,,40g,6.00,
Pieno žvaigždės,PASAKA glaistytas varškės sūrelis vanilinis su jogurto gaistu,,40g,6.00,
Pieno žvaigždės,JO glaistytas sūrelis su sausainiu ir juodųjų serbentų įdaru,,40g,6.00,4770265043932
Pieno žvaigždės,JO glaistytas sūrelis su sausainiu ir kondensuotu pienu,,40g,6.00,4770265048586
Pieno žvaigždės,JO glaistytas sūrelis su sausainiu ir karameliniu įdaru,,40g,6.00,4770265043925
Pieno žvaigždės,JO glaistytas sūrelis su vyšnių įdaru,,40g,6.00,4770265050459
Pieno žvaigždės,NYKŠTUKAS glaistytas varškės sūrelis su vanile,,45g,6.00,4770237043519
Pieno žvaigždės,NYKŠTUKAS glaistytas varškės sūrelis su kondensuotu pienu,,45g,6.00,
Pieno žvaigždės,NYKŠTUKAS glaistytas varškės sūrelis su šokoladu ir šokolado gabaliukais,,45g,6.00,4770237043298
Pieno žvaigždės,NYKŠTUKAS glaistytas varškės sūrelis su karamele,,45g,6.00,
Pieno žvaigždės,NYKŠTUKAS glaistytas varškės sūrelis su braškėmis,,45g,6.00,4770237043564
Pieno žvaigždės,NYKŠTUKAS glaistytas varškės sūrelis su aguonomis,,45g,6.00,
Pieno žvaigždės,SMILGA glaistytas varškės sūrelis maskarponės ir kepintų migdolų skonio,,40g,6.00,4770237050791
Pieno žvaigždės,SMILGA glaistytas varškės sūrelis kiaušinių likerio ir kepintų migdolų skonio,,40g,6.00,4770237050814
Pieno žvaigždės,SMILGA glaistytas varškės sūrelis šokolado ir kepintų migdolų skonio,,40g,6.00,4770237050807
Pieno žvaigždės,SMILGA glaistytas varškės sūrelis karamelės ir kepintų migdolų skonio,,40g,6.00,4770237050784
Žemaitijos pienas,MAGIJA glaistytas varškės sūrelis su kakava ir šokolado gabaliukais,,45g,6.00,4770299047463
Žemaitijos pienas,MAGIJA glaistytas varškės sūrelis su vanile,,45g,6.00,4770299394321
Žemaitijos pienas,MAGIJA glaistytas varškės sūrelis su aguonomis,,45g,6.00,4770175046504
Žemaitijos pienas,MAGIJA glaistytas varškės sūrelis su kokosu,,45g,6.00,4770175046139
Žemaitijos pienas,MAGIJA glaistytas varškės sūrelis su žėlė gabaliukais,,45g,6.00,4770299046756
Žemaitijos pienas,MAGIJA Šeimai  (4 sūreliai vienoje pakuotėje),,4x45g,20.00,4770299046633
Žemaitijos pienas,LANKŲ glaistytas desertas su aguonomis,,35g,5.00,4770299393683
Žemaitijos pienas,LANKŲ glaistytas desertas su želė gabaliukais,,35g,5.00,4770299393690
Žemaitijos pienas,PINAS glaistytas varškės sūrelis su želė gabalukais,,40g,6.00,4770299394253
Žemaitijos pienas,PINAS glaistytas varškės sūrelis su kakava ir šokolado gabaliukais,,40g,6.00,4770299394246
Žemaitijos pienas,PINAS varškės sūrelis- obuolių pyragas,,100g,10.00,4770299394369
Žemaitijos pienas,PINAS varškės sūrelis- burboninė vanilė,,100g,10.00,4770299394376
Žemaitijos pienas,PINAS varškės sūrelis su razinomis,,100g,10.00,4770299394352
Varėnos pienelis,DADU glaistytas varškės sūrelis vanilinis,,40g,6.00,4770166219269
Varėnos pienelis,DADU glaistytas varškės sūrelis braškinis,,40g,6.00,4770166219283
Varėnos pienelis,DADU glaistytas varškės sūrelis šokoladinis,,40g,6.00,4770166219276
Uriga,Užšaldytas glaistytas varškės sūrelis su vanilinu,,40g,6.00,4770269041217
Uriga,Užšaldytas glaistytas varškės sūrelis su spanguolių uoginės įdaru,,40g,6.00,4770269041279
Uriga,Užšaldytas glaistytas varškės sūrelis su aguonomis,,40g,6.00,4770269041225
Pieno žvaigždės,"Varškės sūrelis ""Rytas"" su vanile",,100g,10.00,4770237043793
Pieno žvaigždės,"Varškės sūrelis ""Rytas"" su razinomis",,100g,10.00,4770237043786
,VARŠKĖ,,kg,"Price, DKK",EAN code
Pieno žvaigždės,Varškė DVARO liesa,,250g,16.00,
Pieno žvaigždės,Varškė DVARO 9%,,250g,16.00,
Pieno žvaigždės,Varškė DVARO 15%,,250g,20.00,
Žematijos pienas,Varškė pusriebė 9%,,~400g,27.00,2578277004
Žematijos pienas,"Varškė liesa 0,5%",,~350,22.00,2578278003
Žematijos pienas,"Varškė lankų, pusriebė 9%",,200g,13.00,4770299046541
,KITI ŠALDYTI PIENO PRODUKTAI,,kg,"Price, DKK",EAN code
Žemaitijos,Žemaitiškas kastinys,,200g,18.00,4770299043236
Žemaitijos,Sviestas 82% rieb.,,200g,19.00,4770299045186
Žematijos pienas,“Lankų” fas. 72%,,200g,15.00,4770299045100
Žematijos pienas,“Šeimininkės” fas. 66%,,100g,11.00,4770299045063
Pieno žvaigždės,72% TRM „Saulutė“ fas.,,200g,18.00,4770299045049
Pieno žvaigždės,72% TRM „Saulutė“ fas. Sūdytas,,200g,18.00,4770299045018
,ŠALDYTOS DARŽOVĖS/ UOGOS/ GRYBAI,,kg,"Price, DKK",EAN code
Vėtrija,Asorti kompotui,,1 kg,49.00,4771634070238
Vėtrija,Juodieji serbentai,,1 kg,59.00,4771634070252
Tandemus,Spanguolės (greitai užšaldytos),,1 kg,64.00,4779034420875
Tandemus,Užšaldytas miško grybų mišinys,,1 kg,115/kg,4779034420493
,KITA,,kg,"Price, DKK",EAN code
Lietuvos kepėjas,Mielinė sluoksniuota tešla (4 lapeliai),,400g,16.00,4742696001492
Mantinga,Mielinė sluoksniuota tešla (5 lapeliai),,500g,30.00,4771033471124
Skonio Paslaptis,Sušaldyti skryliai “Populiarūs”,,500g,?,4770511211214
,ŠALDYTI DESERTAI,FROZEN DESERTS,kg,"Price, DKK",EAN code
Lietuvos kepėjas,Napoleono pyragas,,400g,29.00,4742696000310
Lietuvos kepėjas,Mėlynių pyragas,,350g,36.00,4742696001331
Lietuvos kepėjas,Prancūziškas varškės pyragas,,320g,29.00,4742696000686
Lietuvos kepėjas,Varškės vyniuotinis,,300g,32.00,4742696001454
Lietuvos kepėjas,"Obuolių, bruknių pyragas",,850g,89.00,4742696002789
Lietuvos kepėjas,Sluoksniuotas tešlos kreminis pyragas,,450g,56.00,4770635196022
,LEDAI,,kg,"Price, DKK",EAN code
Premia,Grietininiai karamėlės skonio ledai ant pagaliuko “Karvutė”,,60g,10.00,4770167462855
Rigas Pienas Komb,Ekselence. Glaistyti grietininiai karameliniai ledai su karamelės padažu ir pieniniu šokoladu,,95g,18.00,4750025890198
Rigas Pienas Komb,Ekselence. Glaistyti grietininiai karameliniai ledai su vyšnių padažu ir pieniniu šokoladu,,95g,18.00,4750025890105
Vikeda,PLOMBIR šokoladinis plombyras,,200g,13.00,
Vikeda,PLOMBIR vanilinis plombyras,,200g,13.00,
Vikeda,Karameliniai ledai DADU su įdaru ir karameliniu glaistu vafliniame indelyje,,65g (120ml),10.00,4770166219580
Vikeda,Vanilės skonio plombyras DADU Numeris 1 vafliniame indelyje,,65g (120ml),10.00,4770166219634
Vikeda,Šokoladinis plombyras DADU su šokolado gabaliukais vafliniame indelyje,,65g (120ml),10.00,4770166219535
Vikeda,Klevų sulos skonio ledai DADU su graikiniais rieš. ir klevų sulos įdaru vafliniame indelyje,,65g (120ml),10.00,4770166219597
Vikeda,Bananų skonio ledai DADU su šokoladiniu įdaru vafliniame indelyje,,65g (120ml),10.00,4770166219566
Vikeda,Vaniliniai ledai DADU su miško uogų įdaru vafliniame indelyje,,65g (120ml),10.00,4770166219542
Vikeda,Vaniliniai ledai DADU su braškių įdaru vafliniame indelyje,,65g (120ml),10.00,4770166219559
Vikeda,Ledai DADU obuolių ir vyšnių skonio šerbetas vafliniame indelyje,,65g (120ml),10.00,4770166219573
Vikeda,Ledai DADU vanilės skonio plombyras be laktozės vafliniame indelyje,,65g (120ml),10.00,4770166219689
Vikeda,persikiniai su avietiniu įdaru ir persikų gab,,65g (120ml),10.00,
Vikeda,ledai DADU “Tukas” karamelės skonio,,65g (120ml),10.00,4770166219634
Vikeda,DADU LUXURY vanilla dark chocolate coated with almonds,,105g,16.00,
Vikeda,DADU LUXURY vanilla milk chocolate coated,,105g,16.00,
Vikeda,Karamelės skonio ledai su karameliniu įdaru vafliniame ragelyje,,110g,12.00,4770166219368
Vikeda,Valgomieji ledai DADU vanilės skonio plombyras vafliniame ragelyje,,110g,12.00,4770166219375
Vikeda,Valgomieji ledai DADU spanguolių skonio su spanguolių įdaru vafliniame ragelyje,,110g,12.00,4770166219344
Vikeda,Valgonieji ledai DADU su obuolių ir cinamono įdaru,,490g,40.00,4770166219443
Vikeda,Valgomieji ledai DADU maskarponės skonio su bruknių įdaru,,450g,40.00,4770166219436
Vikeda,Valgomieji ledai DADU šokoladiniai su juodojo šokolado gabaliukais,,425g,40.00,4770166219412
Vikeda,"Valgomieji ledai DADU karameliniai su karamelės įdaru ir smulkintais, kepintais migdolais",,467g,40.00,4770166219405
Vikeda,Valgomieji ledai DADU klevų sulos skonio su graikiniais riešutais ir klevų sulos skonio įdaru,,450g,40.00,4770166219429
Vikeda,Vaniliniai ledai dėžutėje,,900 ml,35.00,
Vikeda,COLLECTION maskarponės skonio su bruknių įdaru,,500g,25.00,
Vikeda,COLLECTION klevų sulos su graikiniais riešutais,,500g,25.00,
Vikeda,COLLECTION irisų skonio su Montelimar įdaru / Дульче с начинокй Монтелимар,,500g,25.00,
Unilever Lietuva Distr.,Kiaušininio skonio grietininiai ledai su rome mirkytomis razinomis ir kakaviniu įdaru,,1000ml,40.00,4770071213345
Unilever Lietuva Distr.,Karamelės skonio grietninai ledai su karamelės įdaru,,1000ml,40.00,4770071213147
,KOLDŪNAI,,kg,"Price, DKK",EAN code
Judex,"""Dzūkų"" koldūnai su mėsa (KLASICHESKIE)",,400g,27.00,
Judex,Koldūnai su vištienos blaudelių mėsa,,500g,30.00,4770274485105
Judex,Koldūnai su jautienos įdaru,,1 kg,57.00,4770274194229
Judex,"""Pikantiški"" koldūnai",,500g,35.00,
Judex,“Kaimiški” koldūnai su mėsos įdaru,,1 kg,45.00,4770274193604
Judex,"""Kauno"" koldūnai",,500g,30.00,
Judex,"""Bajorų"" koldūnai",,400g,30.00,
Judex,"""Studentiški"" koldūnai",,1 kg,45.00,4770274191334
Judex,"""Močiutės"" koldūnai",,300g,22.00,
Judex,“Sibirietiški” koldūnai,,500g,30.00,4770274483477
Judex,“Sibirietiški” koldūnai,,2 kg ,110.00,4770274483484
Judex,“Tradiciniai” koldūnai su mėsos įdaru (su vištiena),,500g,30.00,4770274483415
Judex,“Ukrainietiški” koldūnai su mėsos įdaru (su jautiena ir kiauliena),,500g,30.00,4770274483392
Judex,“Kaimiški” koldūnai su mėsos įdaru (su vištiena),,500g,30.00,4770274482531
Judex,“Vanka” koldūnai sibirietiški,,2 kg ,110.00,4770274482647
Judex,Koldūnai su kiauliena ,,1.75 kg,100.00,4770274484283
Judex,“Uralskie” koldūnai,,500g,30.00,
Judex,“Sibirskie” koldūnai,,400g,27.00,4770274482999
Judex,“Russkie” koldūnai,,400g,27.00,4770274482975
Judex,“Jubiliejiniai” koldūnai su kiauliena,,"0,5",35.00,4770274485099
Judex,“Elitnyje” koldūnai su jautiena ir vištiena,,1 kg,100.00,4770274484382
Judex,“Grafskije” koldūnai su vištiena,,1 kg,100.00,4770274484320
Judex,“Zastolnyje” koldūnai,,1 kg,100.00,4770274485129
Judex,“Skazka” koldūnai,,800g,45.00,4770274485235
Viči,"TRADITIONAL. Koldūnai su jautiena, termiškai apdoroti, šaldyti",,400g,35.00,4770190077835
Viči,"STYLE MODERN. Koldunai su vištiena, sūriu ir baravykais, termiškai apdoroti, šaldyti",,400g,30.00,4770190077873
Viči,"STYLE MODERN. Koldūnai su lašiša, šaldyti",,400g,30.00,4770190077859
Viči,"STYLE ASIAN. Koldūnai su aštriomis daržovėmis, termiškai apdoroti, šaldyti",,400g,30.00,4770190078719
Viči,"STYLE ASIAN. Koldūnai su daržovėmis, termiškai apdoroti, šaldyti",,400g,35.00,4770190078702
Viči,STYLE ASIAN. Koldūnai su daržovėmis ir kiauliena,,400g,30.00,4770190078726
Viči,Koldūnai su kauliena,,400g,30.00,
Viči,Koldūnai su kiauliena ir darzovėm,,400g,35.00,
Viči,Koldūnai su varške,,300g,25.00,
Uvic,“Ivan” koldūnai su mėsos ir česnakų įdaru,,500g,30.00,4740223001502
,VIRTINIAI,,kg,"Price, DKK",EAN code
Judex,Virtiniai su bulvių ir rūkytos šoninės įdaru,,500g,25.00,4770274482913
Judex,Virtiniai su bulvių ir grybų įdaru,,500g,25.00,4770274482470
Judex,Virtiniai su varške,,500g,25.00,
Judex,"Virtiniai ""Tinginiai""",,500g,25.00,
Judex,Virtiniai su varške ir razinomis,,500g,?,4770274484610
Viči,"Virtiniai “Tapu lapu” su varške, termiškai apdoroti, šaldyti",,300g,25.00,4770190083614
Ramvida,“Močiutės” virtiniai su varškės įdaru,,500g,25.00,4779027600277
Uvic,“Ivan” virtinukai su vyšniomis,,500g,25.00,4740223001717
Uvic,“Ivan” virtiniai su bulvėmis ir grybais,,500g,25.00,4740223001786
,DIDŽKUKULIAI/ CEPELINAI/ ŽEMAIČIŲ BLYNAI,,kg,"Price, DKK",EAN code
Judex,Tarkuotų bulvių didžkukuliai su mėsos įdaru (su kiauliena),,500g,30.00,4770274191037
Judex,"Tarkuotų bulvių cepelinai ""Mamos""",,1 kg,55.00,
Judex,Tarkuotų bulvių cepelinai su mėsos įdaru,,200g,?,4770274485228
Judex,Virtų bulvių cepelinai su mėsa,,500g,30.00,4770274191051
Judex,Virtų bulvių cepelinai su varške,,500g,25.00,4770274192041
Judex,"""Žemaičių"" blynai su mėsos įdaru",,500g,30.00,4770274191020
Judex,"""Žemaičių"" blynai su grybais",,500g,30.00,4770274193055
,ČEBURĖKAI/ BALANDĖLIAI/ KIBINAI/ APKEPĖLĖS,,kg,"Price, DKK",EAN code
Judex,Čeburėkai,,400g,25.00,4770274191044
Judex,Čeburėkai (dideli) su mėsos įdaru,,600g,40.00,4770274482968
Judex,Keptas čeburėkas su mėsos įdaru,,150g,10.00,4770274483422
Judex,“Mini” čeburėkai su mėsa,,1 kg,?,nėra barkodo
Kogus,Mini čeburekai su mėsos įdaru,,780g,29.00,4770553191055
Kolumbo,Kepti mini čeburekai su vištienos įdaru,,500g,?,4770119210824
Mantinga,Čeburėkas su kiaulienos įdaru,,130g,10.00,4771033486067
Judex,Balandėliai su mėsa,,450g,25.00,4770274191068
Tavijuta,Balandėliai su mėsa,,400g,22.00,4770452194041
Judex,Kibinai su mėsos įdaru,,440g,30.00,
Mantinga,Itališka apkepėlė su vištiena,,125g,12.00,4771033486128
,LIETINIAI,,kg,"Kaina, DKK",EAN code
Judex,Lietiniai su mėsa,,400g,25.00,4770274191150
Judex,Lietiniai su ryžių ir vištienos įdaru,,400g,24.00,
Judex,Lietiniai su bulvėmis ir grybais,,400g,24.00,4770274483934
Judex,Lietiniai su karamelizuoto pieno (RUDUDU) įdaru,,400g,24.00,4770274484436
Judex,Lietiniai su lašišos įdaru,,400g,24.00,
Judex,Lietiniai su varške,,400g,24.00,
Judex,Lietiniai su varške ir razinomis,,400g,24.00,4770274483798
Judex,Lietiniai su oboulių įdaru,,400g,24.00,4770274484429
Judex,Lietiniai su vyšnių įdaru,,400g,24.00,
Judex,Lietiniai su varškės ir abrikosų džemo įdaru,,400g,24.00,4770274484412
Ariols,Lietiniai su rūkyta šonine ir sūriu “Zemnieku”,,500g,25.00,4750499000598
,ŠALDYTI MĖSOS PRODUKTAI,,kg,"Price, DKK",EAN code
Biovela,"Marinuota Kiaulenos šoninė su įvairiaspalviais pipirais, sušaldyta",,500g,65.00,2408147405043
Biovela,"Marinuotas Vakaro šašlykas iš kaulienos, sušaldytas",,700g,65.00,4770081167461
Biovela,"Marinuotas Kaukazo šašlykas pagamintas iš kiaulienos sprandinės, sušaldytas",,700g,70.00,4770081166709
Biovela,Keptas Lietuviškas karbonadas,,310g,38.00,4770118403074
Biovela,Keptas Kijevo kotletas pagamintas iš vištienos file,,140g,10.00,4770118403050
Biovela,Kepti Mamos kotletai pagaminti iš kiaulienos,,360g,10.00,4770118403036
Biovela,Keptas Kiaulienos šnicelis,,280g,25.00,4770118403081
Romega,"Viščiukų broilerių sparneliai, A kl",,?,33.00,2555131006905
Romega,"Viščiukų broilerių širdelės, A kl",,?,35.00,2579046004306
Alevista,"Broilerių sparneliai, šaldyti",,1 kg,70.00,2596610013908
Yano,Šaldyti kepti vištų sparneliai su prieskoniais “tex mex”,,1 kg,70.00,5908311708361
Utenos mėsa,"Galvijų kepenys, sušaldytos",,500g,39.00,2596572006024
Krekenavos,"Kiaulių liežuviai su poliežuvine mėsa, sušaldyti",,500g,92.00,2460930203878
Vesta-Inter,"Naminės dešrelės, šviežios, užšaldytos",,500g,20.00,4770536191157
Sanitex,Šaldytas triušis su galva,,2.062 kg,110/kg,2595048020625
,ŠALDYTI ŽUVIES PRODUKTAI,,kg,"Price, DKK",EAN code
Viči,"Žuvų kepsneliai, sušaldyti",,250g,20.00,4770190035132
Viči,"Krabų žnyplės džiūvėsėliuose (iš surimio), greitai užšaldytos",,250g,22.00,4770190036900
Viči,"Krevetės iš surimio džiūvėsėliuose, sušaldytos",,300g,32.00,4770190352338
Wilbo,"Žuvų pašteliai, sušaldyti",,400g,18.00,5900653640125
Sanitex, FJORD'S Argentininės jūrinės lydekos,,1 kg,55.00,4771459047897
Sanitex,FJORD'S Ilgųjų jūrinių lydekų filė,,700g,49.00,4771459048191
Merkio,"Afrikinis šamas, skrostas, šaldytas",,~ 1 kg,110/kg,2300914010989
Merkio,"Afrikinio šamo filė, šaldytas",,~100-200g,200/kg,2300915001467
Ekonom,Šaldytos krabų skonio surimio lazdelės,,100g,?,4810168002749
Santa Bremor,Šaldytos krabų skonio surimio lazdelės,,200g,?,4810168001933
Viči,Classic. Krabų skonio lazdelės,"Classic. Crab taste sticks (from surimi, fast frozen)",100g,?,4770190036085
Viči,Classic. Krabų skonio lazdelės,"Classic. Crab taste sticks (from surimi, fast frozen)",240g,?,4770190036108
,UŽŠALDYTAS FARŠAS,,kg,"Price, DKK",EAN code
Vesta-Inter,"Kalakutienos faršas, giliai užšaldytas",,500g,19.00,4770536191188
Vesta-Inter,"Vištienos file maltas faršas, giliai užšaldytas",,450g,33.00,4770536193069
Alekniškis,Užšaldytas jautienos faršas,,?,35.00,4770919162019
Alekniškis,Sušaldytas NAMINIS kiaulienos faršas,,?,19.00,4770919162026
Ragnos,"Kiaulienos-jautienos faršas, sušaldytas",,500g,19.00,4771459045169
Sanitex,Sušaldytas lašišų faršas,,1 kg,45.00,5906259701178
SALDUMYNAI,,,,,
,BATONĖLIAI/ KAZINAKAI/ CHALVA,,kg,"Price, DKK",EAN code
Manija,Šokoladinis batonėlis MANIJA su lazdyno riešutais,,49g,6.00,7622210334312
Manija,Šokoladinis batonėlis MANIJA su žemės riešutais,,49g,6.00,7622210334374
Manija,Šokoladinis batonėlis MANIJA su kokoso riešutais,,49g,6.00,
Manija,Šokoladinis batonėlis MANIJA su migdolais,,49g,6.00,7622210334343
Manija,Šokokoladinis batonėlis MANIJA su lazdyno riešutais,,57g,8.00,
Manija,Šokokoladinis batonėlis MANIJA su migdolais,,57g,8.00,
Manija,Šokoladinis batonėlis MANIJA su žemės riešutais,,57g,8.00,
Pergalė,Šokoladinis batomėlis”Nomeda” Originalinal,,44g,5.00,4770179111888
Rūta,Šokoladas “Šokolado muziejus”,,18g,4.00,4770123195681
Karūna,Batonėlis “Siesta” su kokosų įdaru,,40g,5.00,4770100907948
Vilniaus Pergalė,Saldainis “Pupa” su kava,,18g,4.00,4770179104712
Vilniaus Pergalė,Saldainis “Pergalė” souffle vanilinis,,28g,5.00,4770179120309
Laima,Šokoladas “Laima” pieninis su juodojo Riga balzamo kreminiu įdaru,,44g,6.00,4750001819496
Laima,Šokoladas “Laima” tamsusis su juodojo Riga balzamo kreminiu įdaru,,44g,6.00,4750001819502
Laima,Marcipaninis saldainis su spanguolėmis,,45g,6.00,4750011849087
Laima,Šokoladas “Laima” pieninis,,20g,3.00,4750001818789
Laima,Šokoladinis saldainis “Voverytė”,,40g,6.00,4750001005202
Laima,Šokoladinis saldainis “Serenade”,,40g,6.00,4750001330977
Arsenal Baltija,Chalva žemės riešutų skonio,,150g,15.00,4770266127846
Arsenal Baltija,Chalva saulėgrąžų,,150g,15.00,4770266127839
Granex Distribution,Chalva žemės riešutų,,250g,25.00,4770266127259
Granex Distribution,Žemės riešutų chalva,,150g,15.00,4770266129567
Granex Distribution,Saulėgrąžų chalva,,150g,15.00,4770266129550
,Saulėgrąžų chalva,,200g,20.00,4779037850327
Arsenal Baltija,Kozinakas su saulėgrąžų sėklomis,,80g,12.00,4770266128003
Arsenal Baltija,Kozinakas su žemės riešutais,,80g,12.00,4770266127990
Vilniaus Pergalė,Maisto papildas “Hematogenas” Vita+,,50g,11.00,4770407302019
Mogemas,Maisto papildas “Hema2gen”,,45g,11.00,4770407302064
,SALDAINIAI/ ŠOKOLADAS,,kg,"Price, DKK",EAN code
Vilniaus Pergalė,Šokoladinis saldainis KREGŽDUTĖ (galima užsisakyti nuo 100gr),,1kg,110/kg,4770179102510
Vilniaus Pergalė,Saldainiai ANANASINIAI (galima užsisakyti nuo 100gr),,1kg,110/kg,4770179102718
Vilniaus Pergalė,Saldainiai NOMEDA (galima užsisakyti nuo 100gr),,1kg,110/kg,4770179104033
Naujoji Rūta,Vafliniai saldainiai EASTER (galima užsisakyti nuo 100gr),,1kg,110/kg,4770067172878
Rūta,Saldainiai CAPPUCCINO,,1 kg,110/kg,4770123194905
,Saldainiai BIBI,,1 kg,110/kg,
Vilniaus Pergalė,Šokoladinis saldainis RAUDONOJI AGUONA (galima užsisakyti nuo 100gr),,1kg,110/kg,4770179123317
Naujoji Rūta,Saldainiai MEŠKA ŠIAURĖJE (galima užsisakyti nuo 100gr),,1kg,110/kg,4770067177590
Naujoji Rūta,Saldainiai GRILIAŽAS (galima užsisakyti nuo 100gr),,1kg,110/kg,4770067172618
,Saldainiai AUKSINIS RAKTELIS (galima užsisakyti nuo 100gr),,1kg,110/kg,
USENAS,Saldainis “Paukščių grietinėlė” vanilės skonio,,1kg,110/kg,
USENAS,Saldainis “Paukščių grietinėlė” šokolado skonio,,1kg,110/kg,
USENAS,Saldainis “Paukščių grietinėlė” citrinų skonio,,1kg,110/kg,
,Įvairūs sveriami rusiški (šokoladiniai),,1kg,130/kg,
Karūna,Saldainiai MIGLĖ,,190g,25.00,4770100400609
Vilniaus Pergalė,Saldainiai NOMEDA barberry,,130g,13.00,4770179156193
,"Sald.PAUKŠČIŲ PIENAS,van",,160g,32.00,
Lisenas,Saldainiai “Paukščių grietinėlė”,,280g,59.00,4770493186050
,"Saldainiai PAUKŠČIŲ GRIETINĖLĖ ,vaniliniai",,500g,45.00,
,"Saldainiai PAUKŠČIŲ GRIETINĖLĖ, šokoladiniai",,500g,45.00,
,Saldainių dėžutė KARŪNA Asorti,,270g,55.00,
Rūta,"Dražė LAZDYNAS. Lazdynų riešutai su karameliniu glaistu, padengti traškia plėvele",,250g,69.00,4770123195872
Daisena,Baltasis šokoladas “Schogetten”,,100g,12.00,no barcode
Rūta,Šokoladas “Lietuva”,,42g,25.00,4770123191058
Laima,Pieninis šokoladas “Priecigus svetkus” (18gx5),,90g,14.00,4750001945133
Pergalė,"Šokoladas “Pergalė”, juodasis su riešutais",,250g,38.00,
Pergalė,Šokoladas “Pergalė” pieninis su miško uogų įdaru,,100g,15.00,4770179125281
Karūna,Šokoladas “Karūna” juodas,,90g,15.00,7622210302779
Karūna,Šokoladas “Karūna” juodasis su aviečių įdaru,,100g,15.00,
Karūna,Šokoladas “Karūna” juodasis su sveikais lazdynų riešutais,,100g,15.00,4770100503515
Karūna,Šokoladas “Karūna” pieninis,,90g,15.00,7622210302809
Karūna,Šokoladas “Karūna” pieninis su sveikais lazdynų riešutais,,100g,15.00,4770100010129
Karūna,Šokoladas “Karūna” pieninis su razinomis ir lazdynų riešutais,,90g,15.00,7622210302830
Karūna,Šokoladas “Karūna” su vyšnių skonio pieniniu įdaru ir želiniu vyšnių įdaru,,90g,15.00,7622210359797
Karūna,Šokoladas “Karūna” pieninis su karamelizuotais sūdytais migdolais,,100g,15.00,7622300695538
Karūna,Šooladas “Karūna” akytasis pieninis,,80g,15.00,7622300715694
Laima,Šokoladas “Laima” kartusis,,100g,15.00,4750001943849
Laima,Šokoladas “Laima” kartusis su skalditais migdolo riešutais,,100g,15.00,4750001943832
Laima,Šokoladas “Laima” pieninis su smulkintais lazdynų riešutais,,100g,15.00,4750001943795
,Šokoladas KARALIŠKAS 70% Cacao,,100g,20.00,
Meškėnas,Šokoladas “Tai tau” Classic juodasis,,100g,15.00,4779021230500
Meškėnas,Šokoladas “Tai tau” Exclusive Selection juodasis 72%,,100g,15.00,4779021230630
Laima,Slyvos ir migdolai šokolade,,180g,34.00,4750011823445
Laima,Slyvos šokolade,,180g,29.00,4750011823452
Vilniaus Pergalė,Triufelai “Pregalė” originalūs,,200g,35.00,4770179182826
Vilniaus Pergalė,Triufelai “Pregalė” su konjaku,,200g,35.00,4770179182666
,SALDAINIŲ RINKINIAI/ SALDAINIAI DĖŽUTĖSE,,kg,"Price, DKK",EAN code
Rūta,Šokoladinių figūrų rinkinys “Tikroms Damoms”,,100g,59.00,4770123196275
Rūta,Šokoladinių figūrų rinkinys “Tikriems Vyrams”,,100g,59.00,?
Pergalė,Saldainių rinkinys “Lietuva”,,375g,75.00,4770179116135
Karūna,Šokoladinių saldainių rinkinys,,270g,55.00,7622210044730
Karūna,Šokoladinių saldainių rinkinys “Kauno Asorti”,,186g,59.00,7622210044310
Laima,Šokoladinių saldainių asorti,,95g,25.00,4750001943412
Laima,Šokoladinių saldainių asorti,,95g,25.00,4750001946253
PERGALE,Saldainių rinkinys Pergalė Dream,Assorted sweets Pergalė Dream hot chocolate taste and brandy,174g,?,4770179182833
,ZEFYRAS,,kg,"Price, DKK",EAN code
,"Zefyrai SONATA,vaniliniai,",,200g,18.00,
,Glaistytas zefyrai su šokoladu,,800g,59.00,4770493186654
Laima,Vanilės zefyras,,200g,20.00,4750001002508
Laima,Grietininis zefyras,,200g,20.00,4750001002843
Laima,Mėlynių zefyras,,200g,20.00,4750011848646
Laima,“Maigums” vanilės skonio zefyras šokolade,,200g,22.00,4750001004267
Laima,“Maigums” zefyras su šokolado glaistu ir kavos įdaru,,200g,22.00,4750011849162
Laima,“Maigums” zefyras pieniniame šokolade su kokoso gabalėliais,,140g,29.00,4750011849230
Laima,“Maigums” zefyras pieniniame šokolade su kokoso gabalėliais,,185g,35.00,4750001000771
Lisenas,Glaistytas zefyras,,800g,59.00,4770493186654
,KRAMTOMOJI GUMA/ TIC TAC/ MYNTHON,,kg,"Price, DKK",EAN code
Orbit,Kramtomoji guma ORBIT Strawberry x10,,14g,8.00,42070351
Orbit,Kramtomoji guma DIROL Sweet Mint,,"13,6g",8.00,?
Orbit,Kramtomoji guma ORBIT White (fruit) x10,,14g,8.00,42070429
Orbit,Kramtomoji guma ORBIT Bubblemint x10,,14g,8.00,42247371
Orbit,Kramtomoji guma ORBIT Spearmint,,14g,8.00,?
Orbit,Kramtomoji guma ORBIT Watermelon,,14g,8.00,?
Orbit,Kramtomoji guma ORBIT Strong Mint x5 (juostelės),,13g,8.00,42212140
Orbit,Kramtomoji guma ORBIT Tropical x12 (juostelės),,31g,12.00,42247364
Orbit,Kramtomoji guma ORBIT Professional Mints x30 (maišelis),,30g,12.00,42211853
